Feature_Name,Original_Dataset,Original_Column,Modality,Data_Type,Numerical_Categorical,Target_Variable,Missing_Percentage,Unique_Values,Description,Clinical_Meaning,Transformation_Applied,Normalization_Required,Recommended_ML_Encoding,Recommended_DL_Encoding,Suitable_for_GNN,Suitable_for_Explainability,Suitable_for_Inference
MDS-U_NP3LGAGL,Infer_Motor,NP3LGAGL,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3LGAGL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RISNG,Infer_Motor,NP3RISNG,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3RISNG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3GAIT,Infer_Motor,NP3GAIT,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3GAIT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3FRZGT,Infer_Motor,NP3FRZGT,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3FRZGT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3PSTBL,Infer_Motor,NP3PSTBL,Motor,float64,Categorical,No,37.51,6,Auto-extracted feature MDS-U_NP3PSTBL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3POSTR,Infer_Motor,NP3POSTR,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3POSTR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3BRADY,Infer_Motor,NP3BRADY,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3BRADY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3PTRMR,Infer_Motor,NP3PTRMR,Motor,float64,Categorical,No,37.48,6,Auto-extracted feature MDS-U_NP3PTRMR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3PTRML,Infer_Motor,NP3PTRML,Motor,float64,Categorical,No,37.48,5,Auto-extracted feature MDS-U_NP3PTRML,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3KTRMR,Infer_Motor,NP3KTRMR,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3KTRMR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3KTRML,Infer_Motor,NP3KTRML,Motor,float64,Categorical,No,37.49,5,Auto-extracted feature MDS-U_NP3KTRML,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RTARU,Infer_Motor,NP3RTARU,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3RTARU,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RTALU,Infer_Motor,NP3RTALU,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3RTALU,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RTARL,Infer_Motor,NP3RTARL,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3RTARL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RTALL,Infer_Motor,NP3RTALL,Motor,float64,Categorical,No,37.49,5,Auto-extracted feature MDS-U_NP3RTALL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RTALJ,Infer_Motor,NP3RTALJ,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3RTALJ,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP3RTCON,Infer_Motor,NP3RTCON,Motor,float64,Categorical,No,37.49,6,Auto-extracted feature MDS-U_NP3RTCON,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DYSKPRES,Infer_Motor,DYSKPRES,Motor,float64,Categorical,No,37.49,2,Auto-extracted feature MDS-U_DYSKPRES,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_DYSKIRAT,Infer_Motor,DYSKIRAT,Motor,float64,Categorical,No,91.47,2,Auto-extracted feature MDS-U_DYSKIRAT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_ORIG_ENTRY,Infer_Motor,ORIG_ENTRY,Motor,str,Categorical,No,36.22,187,Auto-extracted feature MDS-U_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_LAST_UPDATE,Infer_Motor,LAST_UPDATE,Motor,str,Categorical,No,36.22,2917,Auto-extracted feature MDS-U_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4WDYSK,Infer_Motor,NP4WDYSK,Motor,float64,Categorical,No,63.93,6,Auto-extracted feature MDS-U_NP4WDYSK,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4WDYSKDEN,Infer_Motor,NP4WDYSKDEN,Motor,float64,Categorical,No,80.97,18,Auto-extracted feature MDS-U_NP4WDYSKDEN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4WDYSKNUM,Infer_Motor,NP4WDYSKNUM,Motor,float64,Numerical,No,80.99,22,Auto-extracted feature MDS-U_NP4WDYSKNUM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS-U_NP4WDYSKPCT,Infer_Motor,NP4WDYSKPCT,Motor,float64,Numerical,No,81.11,48,Auto-extracted feature MDS-U_NP4WDYSKPCT,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS-U_NP4DYSKI,Infer_Motor,NP4DYSKI,Motor,float64,Categorical,No,63.93,6,Auto-extracted feature MDS-U_NP4DYSKI,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4OFF,Infer_Motor,NP4OFF,Motor,float64,Categorical,No,63.93,6,Auto-extracted feature MDS-U_NP4OFF,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4OFFDEN,Infer_Motor,NP4OFFDEN,Motor,float64,Categorical,No,81.03,19,Auto-extracted feature MDS-U_NP4OFFDEN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4OFFNUM,Infer_Motor,NP4OFFNUM,Motor,float64,Numerical,No,81.03,22,Auto-extracted feature MDS-U_NP4OFFNUM,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS-U_NP4OFFPCT,Infer_Motor,NP4OFFPCT,Motor,float64,Numerical,No,81.13,51,Auto-extracted feature MDS-U_NP4OFFPCT,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS-U_NP4FLCTI,Infer_Motor,NP4FLCTI,Motor,float64,Categorical,No,63.93,6,Auto-extracted feature MDS-U_NP4FLCTI,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4FLCTX,Infer_Motor,NP4FLCTX,Motor,float64,Categorical,No,63.93,6,Auto-extracted feature MDS-U_NP4FLCTX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4DYSTN,Infer_Motor,NP4DYSTN,Motor,float64,Categorical,No,63.93,6,Auto-extracted feature MDS-U_NP4DYSTN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4DYSTNDEN,Infer_Motor,NP4DYSTNDEN,Motor,float64,Categorical,No,81.05,10,Auto-extracted feature MDS-U_NP4DYSTNDEN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4DYSTNNUM,Infer_Motor,NP4DYSTNNUM,Motor,float64,Categorical,No,81.05,19,Auto-extracted feature MDS-U_NP4DYSTNNUM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP4DYSTNPCT,Infer_Motor,NP4DYSTNPCT,Motor,float64,Categorical,No,92.8,18,Auto-extracted feature MDS-U_NP4DYSTNPCT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
NP4TOT,Infer_Clinical,NP4TOT,Clinical,float64,Categorical,No,64.08,18,Auto-extracted feature NP4TOT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NUPSOURC,Infer_Motor,NUPSOURC,Motor,float64,Categorical,No,36.04,3,Auto-extracted feature MDS-U_NUPSOURC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1COG,Infer_Motor,NP1COG,Motor,float64,Categorical,No,36.04,5,Auto-extracted feature MDS-U_NP1COG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1HALL,Infer_Motor,NP1HALL,Motor,float64,Categorical,No,36.04,5,Auto-extracted feature MDS-U_NP1HALL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1DPRS,Infer_Motor,NP1DPRS,Motor,float64,Categorical,No,36.04,5,Auto-extracted feature MDS-U_NP1DPRS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1ANXS,Infer_Motor,NP1ANXS,Motor,float64,Categorical,No,36.04,5,Auto-extracted feature MDS-U_NP1ANXS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1APAT,Infer_Motor,NP1APAT,Motor,float64,Categorical,No,36.04,5,Auto-extracted feature MDS-U_NP1APAT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1DDS,Infer_Motor,NP1DDS,Motor,float64,Categorical,No,36.05,6,Auto-extracted feature MDS-U_NP1DDS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
NP1RTOT,Infer_Clinical,NP1RTOT,Clinical,float64,Categorical,No,36.17,18,Auto-extracted feature NP1RTOT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1SLPN,Infer_Motor,NP1SLPN,Motor,float64,Categorical,No,36.01,5,Auto-extracted feature MDS-U_NP1SLPN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1SLPD,Infer_Motor,NP1SLPD,Motor,float64,Categorical,No,36.01,5,Auto-extracted feature MDS-U_NP1SLPD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1PAIN,Infer_Motor,NP1PAIN,Motor,float64,Categorical,No,36.03,5,Auto-extracted feature MDS-U_NP1PAIN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1URIN,Infer_Motor,NP1URIN,Motor,float64,Categorical,No,36.01,5,Auto-extracted feature MDS-U_NP1URIN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1CNST,Infer_Motor,NP1CNST,Motor,float64,Categorical,No,36.01,5,Auto-extracted feature MDS-U_NP1CNST,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1LTHD,Infer_Motor,NP1LTHD,Motor,float64,Categorical,No,36.01,5,Auto-extracted feature MDS-U_NP1LTHD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS-U_NP1FATG,Infer_Motor,NP1FATG,Motor,float64,Categorical,No,36.01,5,Auto-extracted feature MDS-U_NP1FATG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
NP1PTOT,Infer_Clinical,NP1PTOT,Clinical,float64,Numerical,No,36.03,26,Auto-extracted feature NP1PTOT,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,36.01,5632,Auto-extracted feature MDS_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,36.01,2,Auto-extracted feature MDS_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NUPSOURC,Infer_Clinical,NUPSOURC,Clinical,float64,Categorical,No,36.01,3,Auto-extracted feature MDS_NUPSOURC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2SPCH,Infer_Clinical,NP2SPCH,Clinical,float64,Categorical,No,36.01,5,Auto-extracted feature MDS_NP2SPCH,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2SALV,Infer_Clinical,NP2SALV,Clinical,float64,Categorical,No,36.03,5,Auto-extracted feature MDS_NP2SALV,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2SWAL,Infer_Clinical,NP2SWAL,Clinical,float64,Categorical,No,36.04,5,Auto-extracted feature MDS_NP2SWAL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2EAT,Infer_Clinical,NP2EAT,Clinical,float64,Categorical,No,36.05,5,Auto-extracted feature MDS_NP2EAT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2DRES,Infer_Clinical,NP2DRES,Clinical,float64,Categorical,No,36.06,5,Auto-extracted feature MDS_NP2DRES,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2HYGN,Infer_Clinical,NP2HYGN,Clinical,float64,Categorical,No,36.04,5,Auto-extracted feature MDS_NP2HYGN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2HWRT,Infer_Clinical,NP2HWRT,Clinical,float64,Categorical,No,36.04,5,Auto-extracted feature MDS_NP2HWRT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2HOBB,Infer_Clinical,NP2HOBB,Clinical,float64,Categorical,No,36.05,5,Auto-extracted feature MDS_NP2HOBB,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2TURN,Infer_Clinical,NP2TURN,Clinical,float64,Categorical,No,36.05,5,Auto-extracted feature MDS_NP2TURN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2TRMR,Infer_Clinical,NP2TRMR,Clinical,float64,Categorical,No,36.05,5,Auto-extracted feature MDS_NP2TRMR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2RISE,Infer_Clinical,NP2RISE,Clinical,float64,Categorical,No,36.05,5,Auto-extracted feature MDS_NP2RISE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2WALK,Infer_Clinical,NP2WALK,Clinical,float64,Categorical,No,36.04,5,Auto-extracted feature MDS_NP2WALK,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_NP2FREZ,Infer_Clinical,NP2FREZ,Clinical,float64,Categorical,No,36.04,5,Auto-extracted feature MDS_NP2FREZ,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
NP2PTOT,Infer_Clinical,NP2PTOT,Clinical,float64,Numerical,No,36.08,43,Auto-extracted feature NP2PTOT,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
MDS_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,36.01,187,Auto-extracted feature MDS_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
MDS_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,36.01,2984,Auto-extracted feature MDS_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Roche_count,Infer_Smartphone,count,Smartphone,float64,Categorical,No,99.05,14,Auto-extracted feature Roche_count,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_REC_ID,Infer_Sleep,REC_ID,Sleep,str,Categorical,No,36.21,5615,Auto-extracted feature Epwor_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_PAG_NAME,Infer_Sleep,PAG_NAME,Sleep,str,Categorical,No,36.21,1,Auto-extracted feature Epwor_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_PTCGBOTH,Infer_Sleep,PTCGBOTH,Sleep,float64,Categorical,No,36.22,3,Auto-extracted feature Epwor_PTCGBOTH,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS1,Infer_Sleep,ESS1,Sleep,float64,Categorical,No,36.21,4,Auto-extracted feature Epwor_ESS1,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS2,Infer_Sleep,ESS2,Sleep,float64,Categorical,No,36.21,4,Auto-extracted feature Epwor_ESS2,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS3,Infer_Sleep,ESS3,Sleep,float64,Categorical,No,36.22,4,Auto-extracted feature Epwor_ESS3,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS4,Infer_Sleep,ESS4,Sleep,float64,Categorical,No,36.21,4,Auto-extracted feature Epwor_ESS4,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS5,Infer_Sleep,ESS5,Sleep,float64,Categorical,No,36.22,4,Auto-extracted feature Epwor_ESS5,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS6,Infer_Sleep,ESS6,Sleep,float64,Categorical,No,36.22,4,Auto-extracted feature Epwor_ESS6,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS7,Infer_Sleep,ESS7,Sleep,float64,Categorical,No,36.21,4,Auto-extracted feature Epwor_ESS7,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ESS8,Infer_Sleep,ESS8,Sleep,float64,Categorical,No,36.24,4,Auto-extracted feature Epwor_ESS8,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_ORIG_ENTRY,Infer_Sleep,ORIG_ENTRY,Sleep,str,Categorical,No,36.21,187,Auto-extracted feature Epwor_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Epwor_LAST_UPDATE,Infer_Sleep,LAST_UPDATE,Sleep,str,Categorical,No,36.21,2970,Auto-extracted feature Epwor_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,36.17,5618,Auto-extracted feature REM_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,36.17,1,Auto-extracted feature REM_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_PTCGBOTH,Infer_Clinical,PTCGBOTH,Clinical,float64,Categorical,No,36.18,3,Auto-extracted feature REM_PTCGBOTH,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMVIVID,Infer_Clinical,DRMVIVID,Clinical,float64,Categorical,No,36.17,2,Auto-extracted feature REM_DRMVIVID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMAGRAC,Infer_Clinical,DRMAGRAC,Clinical,float64,Categorical,No,36.18,2,Auto-extracted feature REM_DRMAGRAC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMNOCTB,Infer_Clinical,DRMNOCTB,Clinical,float64,Categorical,No,36.29,2,Auto-extracted feature REM_DRMNOCTB,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_SLPLMBMV,Infer_Sleep,SLPLMBMV,Sleep,float64,Categorical,No,36.21,2,Auto-extracted feature REM_SLPLMBMV,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_SLPINJUR,Infer_Sleep,SLPINJUR,Sleep,float64,Categorical,No,36.21,2,Auto-extracted feature REM_SLPINJUR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMVERBL,Infer_Clinical,DRMVERBL,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_DRMVERBL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMFIGHT,Infer_Clinical,DRMFIGHT,Clinical,float64,Categorical,No,36.22,2,Auto-extracted feature REM_DRMFIGHT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMUMV,Infer_Clinical,DRMUMV,Clinical,float64,Categorical,No,36.21,2,Auto-extracted feature REM_DRMUMV,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMOBJFL,Infer_Clinical,DRMOBJFL,Clinical,float64,Categorical,No,36.21,2,Auto-extracted feature REM_DRMOBJFL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_MVAWAKEN,Infer_Clinical,MVAWAKEN,Clinical,float64,Categorical,No,36.18,2,Auto-extracted feature REM_MVAWAKEN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DRMREMEM,Infer_Clinical,DRMREMEM,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_DRMREMEM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_SLPDSTRB,Infer_Sleep,SLPDSTRB,Sleep,float64,Categorical,No,36.2,2,Auto-extracted feature REM_SLPDSTRB,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_STROKE,Infer_Sleep,STROKE,Sleep,float64,Categorical,No,36.2,2,Auto-extracted feature REM_STROKE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_HETRA,Infer_Clinical,HETRA,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_HETRA,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_PARKISM,Infer_Clinical,PARKISM,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_PARKISM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_RLS,Infer_Clinical,RLS,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_RLS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_NARCLPSY,Infer_Clinical,NARCLPSY,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_NARCLPSY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_DEPRS,Infer_Clinical,DEPRS,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_DEPRS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_EPILEPSY,Infer_Clinical,EPILEPSY,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_EPILEPSY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_BRNINFM,Infer_Clinical,BRNINFM,Clinical,float64,Categorical,No,36.2,2,Auto-extracted feature REM_BRNINFM,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_CNSOTH,Infer_Clinical,CNSOTH,Clinical,float64,Categorical,No,36.32,2,Auto-extracted feature REM_CNSOTH,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,36.17,187,Auto-extracted feature REM_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
REM_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,36.17,2982,Auto-extracted feature REM_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Eligi_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,99.83,15,Auto-extracted feature Eligi_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Eligi_SUB_EVENT_ID,Infer_Clinical,SUB_EVENT_ID,Clinical,str,Categorical,No,99.98,2,Auto-extracted feature Eligi_SUB_EVENT_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Eligi_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,99.83,1,Auto-extracted feature Eligi_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Eligi_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,99.83,10,Auto-extracted feature Eligi_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
